filename,FoulResCS,FoulResHS,RunStatus,HeatTranRatClean,HeatTranRatDirty,HeatTranRatService,AreaRatioClean,AreaRatioDirty,HtLdTotal,DutyRatio,PresDropCalcSS,PresDropCalcTS,PresDropAlloSS,PresDropAlloTS,DPratioSS,DPratioTS,TempInSS,TempOutSS,TempInTS,TempOutTS,FlRaTotalSS,FlRaTotalTS,VelThruTubesMaxTS,VelCrossFlowMaxSS,RV2BundleEnt,RV2InNoz,RV2ShlEnt,FoulMaxSS,FoulMaxTS,FoulResSS,FoulResTS,LMTD,MTDCorrFactor,ExcessSurfClean,ExcessSurfDirty,TubeNum,TubeOD,TubeID,TubeLng,ShlID,BafNum,BafSpcCC,BafCutPerc,TubePassNum,TubePattern,OverallLength,Area,FilmCoefSS,FilmCoefTS,PresOperInSS,PresOperInTS
8497_var_CS0.000391_HS0.000440.EDR,0.000391,0.000440,OK,292.416,227.8916,224.1145,1.304761,1.016853,4.5,1,0.0006111476,0.0368135,0.2,0.5,0.003055738,0.073627,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0004736056,0.000568613,0.00044,0.000528266,35.23991,0.9849652,30.47614,1.685318,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.7647,762.4368,4,25.1
8497_var_CS0.000489_HS0.000000.EDR,0.000489,0.000000,OK,291.9328,244.7312,224.1093,1.302636,1.092017,4.5,1,0.0006109609,0.03739354,0.2,0.5,0.003054804,0.07478708,55,34.9978,5,12.7386,197.609177,910.4749,11.16475,0.02023189,0.2357146,43.3877,2.855132,0,0.001036662,0,0.0006606702,35.23991,0.9849882,30.26356,9.201689,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,481.8386,761.4618,4,25.1
8497_var_CS0.000489_HS0.000049.EDR,0.000489,0.000049,OK,291.9985,241.8763,224.0995,1.302986,1.079325,4.5,1,0.0006108905,0.03739354,0.2,0.5,0.003054452,0.07478708,55,34.9978,5,12.7386,197.609177,910.4749,11.16475,0.02023189,0.2357146,43.3877,2.855132,7.164428E-05,0.0009659845,4.9E-05,0.0006606702,35.23991,0.9850314,30.29861,7.932541,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,481.9512,761.6279,4,25.1
8497_var_CS0.000489_HS0.000098.EDR,0.000489,0.000098,OK,292.1371,239.136,224.1203,1.303484,1.066999,4.5,1,0.0006111594,0.036814,0.2,0.5,0.003055797,0.07362799,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001341905,0.0009046498,9.8E-05,0.0006606702,35.23991,0.9849401,30.34839,6.699879,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.2664,761.7841,4,25.1
8497_var_CS0.000489_HS0.000147.EDR,0.000489,0.000147,OK,292.2095,236.4137,224.1187,1.303816,1.05486,4.5,1,0.0006111543,0.03681388,0.2,0.5,0.003055772,0.07362776,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001892341,0.0008504851,0.000147,0.0006606702,35.23991,0.984947,30.38158,5.485955,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.4001,761.9421,4,25.1
8497_var_CS0.000489_HS0.000196.EDR,0.000489,0.000196,OK,292.2729,233.747,224.1174,1.304107,1.042967,4.5,1,0.0006111521,0.03681376,0.2,0.5,0.00305576,0.07362752,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002380564,0.0008024324,0.000196,0.0006606702,35.23991,0.9849529,30.41067,4.296702,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.511,762.097,4,25.1
8497_var_CS0.000489_HS0.000244.EDR,0.000489,0.000244,OK,292.3347,231.1922,224.1161,1.30439,1.031573,4.5,1,0.0006111501,0.03681365,0.2,0.5,0.00305575,0.07362729,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002808336,0.0007604032,0.000244,0.0006606702,35.23991,0.9849584,30.43897,3.157314,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.62,762.2452,4,25.1
8497_var_CS0.000489_HS0.000293.EDR,0.000489,0.000293,OK,292.3974,228.6408,224.1149,1.304676,1.020195,4.5,1,0.0006111482,0.03681354,0.2,0.5,0.003055741,0.07362707,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003201362,0.0007218581,0.000293,0.0006606702,35.23991,0.9849637,30.46764,2.019448,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.7315,762.3934,4,25.1
8497_var_CS0.000489_HS0.000342.EDR,0.000489,0.000342,OK,292.4581,226.1439,224.1136,1.304955,1.009059,4.5,1,0.0006111454,0.03681343,0.2,0.5,0.003055727,0.07362685,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003556638,0.0006870658,0.000342,0.0006606702,35.23991,0.9849694,30.49547,0.9059179,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.8387,762.5383,4,25.1
8497_var_CS0.000489_HS0.000391.EDR,0.000489,0.000391,OK,292.5043,223.6924,224.1125,1.305167,0.9981255,4.5,1,0.0006111476,0.03681332,0.2,0.5,0.003055738,0.07362664,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003878845,0.000655406,0.000391,0.0006606702,35.23991,0.984974,30.51669,-0.1874479,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.9076,762.6805,4,25.1
8497_var_CS0.000489_HS0.000440.EDR,0.000489,0.000440,OK,292.5505,221.2936,224.1115,1.305379,0.9874262,4.5,1,0.0006111497,0.03681322,0.2,0.5,0.003055749,0.07362644,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.000417286,0.0006265646,0.00044,0.0006606702,35.23991,0.9849785,30.5379,-1.257382,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.9777,762.8197,4,25.1
8497_var_CS0.000587_HS0.000000.EDR,0.000587,0.000000,OK,292.1884,237.2185,224.1192,1.303719,1.058448,4.5,1,0.000611156,0.03681391,0.2,0.5,0.00305578,0.07362782,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0,0.001039463,0,0.0007930745,35.23991,0.9849449,30.37191,5.844792,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.3615,761.8954,4,25.1
8497_var_CS0.000587_HS0.000049.EDR,0.000587,0.000049,OK,292.2541,234.5351,224.1178,1.30402,1.046481,4.5,1,0.0006111528,0.03681379,0.2,0.5,0.003055764,0.07362759,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,6.053235E-05,0.0009797278,4.9E-05,0.0007930745,35.23991,0.9849511,30.40203,4.64815,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.478,762.0512,4,25.1
8497_var_CS0.000587_HS0.000098.EDR,0.000587,0.000098,OK,292.3173,231.9101,224.1165,1.30431,1.034775,4.5,1,0.0006111506,0.03681368,0.2,0.5,0.003055753,0.07362736,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001144916,0.0009265339,9.8E-05,0.0007930745,35.23991,0.9849568,30.43097,3.477516,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.5891,762.2036,4,25.1
8497_var_CS0.000587_HS0.000147.EDR,0.000587,0.000147,OK,292.3801,229.3431,224.1152,1.304597,1.023327,4.5,1,0.0006111487,0.03681357,0.2,0.5,0.003055743,0.07362714,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001629045,0.0008788802,0.000147,0.0007930745,35.23991,0.9849622,30.45971,2.332654,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.7005,762.3526,4,25.1
8497_var_CS0.000587_HS0.000196.EDR,0.000587,0.000196,OK,292.4422,226.8318,224.114,1.304882,1.012127,4.5,1,0.0006111463,0.03681346,0.2,0.5,0.003055731,0.07362691,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002065942,0.0008359418,0.000196,0.0007930745,35.23991,0.9849676,30.48816,1.212679,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.8114,762.4984,4,25.1
8497_var_CS0.000587_HS0.000244.EDR,0.000587,0.000244,OK,292.4905,224.4171,224.1129,1.305104,1.001358,4.5,1,0.000611147,0.03681335,0.2,0.5,0.003055735,0.07362671,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002454232,0.0007977003,0.000244,0.0007930745,35.23991,0.9849727,30.51037,0.1357505,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.8869,762.6385,4,25.1
8497_var_CS0.000587_HS0.000293.EDR,0.000587,0.000293,OK,292.5367,222.0027,224.1118,1.305316,0.9905891,4.5,1,0.0006111491,0.03681325,0.2,0.5,0.003055745,0.0736265,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002815639,0.0007621199,0.000293,0.0007930745,35.23991,0.9849772,30.53158,-0.941084,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.9567,762.7786,4,25.1
8497_var_CS0.000587_HS0.000342.EDR,0.000587,0.000342,OK,292.5829,219.6398,224.1108,1.305528,0.9800498,4.5,1,0.0006111512,0.03681315,0.2,0.5,0.003055756,0.0736263,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003146324,0.0007296109,0.000342,0.0007930745,35.23991,0.9849815,30.55278,-1.995013,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.0277,762.9156,4,25.1
8497_var_CS0.000587_HS0.000391.EDR,0.000587,0.000391,OK,292.6291,217.3266,224.1099,1.305739,0.9697323,4.5,1,0.0006111533,0.03681305,0.2,0.5,0.003055766,0.0736261,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003450099,0.0006997917,0.000391,0.0007930745,35.23991,0.9849856,30.57394,-3.026769,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.0998,763.0499,4,25.1
8497_var_CS0.000587_HS0.000440.EDR,0.000587,0.000440,OK,292.6705,215.0591,224.1089,1.30593,0.9596186,4.5,1,0.0006111554,0.03681296,0.2,0.5,0.003055777,0.07362591,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003729982,0.0006723076,0.00044,0.0007930745,35.23991,0.9849902,30.59302,-4.038135,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.1599,763.1814,4,25.1
8497_var_CS0.000684_HS0.000000.EDR,0.000684,0.000000,OK,292.3597,230.1723,224.1156,1.304504,1.027025,4.5,1,0.0006111493,0.0368136,0.2,0.5,0.003055747,0.0736272,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0,0.001041538,0,0.0009241276,35.23991,0.9849605,30.45038,2.70247,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.6643,762.3044,4,25.1
8497_var_CS0.000684_HS0.000049.EDR,0.000684,0.000049,OK,292.4222,227.6431,224.1144,1.30479,1.015745,4.5,1,0.0006111474,0.03681349,0.2,0.5,0.003055737,0.07362698,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,5.248269E-05,0.0009898103,4.9E-05,0.0009241276,35.23991,0.9849657,30.47896,1.574503,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.7757,762.4513,4,25.1
8497_var_CS0.000684_HS0.000098.EDR,0.000684,0.000098,OK,292.4764,225.164,224.1132,1.305039,1.004689,4.5,1,0.0006111463,0.03681339,0.2,0.5,0.003055732,0.07362677,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,9.999664E-05,0.0009429557,9.8E-05,0.0009241276,35.23991,0.9849712,30.5039,0.468898,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.8659,762.5952,4,25.1
8497_var_CS0.000684_HS0.000147.EDR,0.000684,0.000147,OK,292.5226,222.7337,224.1121,1.305251,0.9938493,4.5,1,0.0006111484,0.03681328,0.2,0.5,0.003055742,0.07362656,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001432102,0.0009003027,0.000147,0.0009241276,35.23991,0.9849758,30.52511,-0.6150734,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.9352,762.7361,4,25.1
8497_var_CS0.000684_HS0.000196.EDR,0.000684,0.000196,OK,292.5688,220.3552,224.1111,1.305463,0.9832409,4.5,1,0.0006111506,0.03681318,0.2,0.5,0.003055753,0.07362636,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001826919,0.0008613809,0.000196,0.0009241276,35.23991,0.9849802,30.54631,-1.675909,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.0059,762.8741,4,25.1
8497_var_CS0.000684_HS0.000244.EDR,0.000684,0.000244,OK,292.6141,218.0741,224.1102,1.305671,0.9730662,4.5,1,0.0006111526,0.03681308,0.2,0.5,0.003055763,0.07362617,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002182016,0.0008264186,0.000244,0.0009241276,35.23991,0.9849843,30.56706,-2.693377,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.0762,763.0065,4,25.1
8497_var_CS0.000684_HS0.000293.EDR,0.000684,0.000293,OK,292.6598,215.7933,224.1091,1.305881,0.9628937,4.5,1,0.0006111536,0.03681299,0.2,0.5,0.003055768,0.07362597,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002516056,0.000793569,0.000293,0.0009241276,35.23991,0.9849889,30.58805,-3.710633,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.1477,763.1389,4,25.1
8497_var_CS0.000684_HS0.000342.EDR,0.000684,0.000342,OK,292.6922,213.5527,224.1083,1.30603,0.9528993,4.5,1,0.0006111592,0.03681289,0.2,0.5,0.003055796,0.07362579,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002824241,0.0007631459,0.000342,0.0009241276,35.23991,0.9849926,30.60302,-4.710069,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.184,763.2687,4,25.1
8497_var_CS0.000684_HS0.000391.EDR,0.000684,0.000391,OK,292.7246,211.358,224.1075,1.306179,0.9431101,4.5,1,0.0006111648,0.0368128,0.2,0.5,0.003055824,0.0736256,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003109751,0.0007349889,0.000391,0.0009241276,35.23991,0.9849961,30.61794,-5.688989,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.2213,763.3961,4,25.1
8497_var_CS0.000684_HS0.000440.EDR,0.000684,0.000440,OK,292.7573,209.2083,224.1067,1.30633,0.9335206,4.5,1,0.0006111703,0.03681271,0.2,0.5,0.003055851,0.07362542,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003375042,0.0007088568,0.00044,0.0009241276,35.23991,0.9849995,30.63298,-6.64794,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.2605,763.5207,4,25.1
8497_var_CS0.000782_HS0.000000.EDR,0.000782,0.000000,OK,292.5089,223.4521,224.1124,1.305188,0.9970536,4.5,1,0.0006111478,0.03681331,0.2,0.5,0.003055739,0.07362663,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0,0.001043346,0,0.001056532,35.23991,0.9849744,30.5188,-0.2946398,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.9145,762.6945,4,25.1
8497_var_CS0.000782_HS0.000049.EDR,0.000782,0.000049,OK,292.5551,221.0584,224.1114,1.3054,0.9863771,4.5,1,0.0006111499,0.03681321,0.2,0.5,0.00305575,0.07362642,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,4.626859E-05,0.0009976375,4.9E-05,0.001056532,35.23991,0.9849789,30.54,-1.362289,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,482.9848,762.8334,4,25.1
8497_var_CS0.000782_HS0.000098.EDR,0.000782,0.000098,OK,292.6013,218.7154,224.1105,1.305612,0.9759268,4.5,1,0.000611152,0.03681311,0.2,0.5,0.00305576,0.07362622,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,8.865722E-05,0.000955808,9.8E-05,0.001056532,35.23991,0.9849831,30.56119,-2.407327,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.0562,762.9693,4,25.1
8497_var_CS0.000782_HS0.000147.EDR,0.000782,0.000147,OK,292.6473,216.4214,224.1095,1.305823,0.965695,4.5,1,0.0006111537,0.03681301,0.2,0.5,0.003055769,0.07362603,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001276395,0.0009173824,0.000147,0.001056532,35.23991,0.9849875,30.58228,-3.430495,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.1282,763.1024,4,25.1
8497_var_CS0.000782_HS0.000196.EDR,0.000782,0.000196,OK,292.6833,214.1697,224.1085,1.305989,0.9556517,4.5,1,0.0006111576,0.03681292,0.2,0.5,0.003055788,0.07362584,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001635969,0.0008818642,0.000196,0.001056532,35.23991,0.9849916,30.5989,-4.434829,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.174,763.233,4,25.1
8497_var_CS0.000782_HS0.000244.EDR,0.000782,0.000244,OK,292.7149,212.007,224.1077,1.306135,0.9460049,4.5,1,0.0006111631,0.03681283,0.2,0.5,0.003055816,0.07362565,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.000196217,0.0008496293,0.000244,0.001056532,35.23991,0.9849951,30.61348,-5.399512,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.21,763.3584,4,25.1
8497_var_CS0.000782_HS0.000293.EDR,0.000782,0.000293,OK,292.7476,209.844,224.107,1.306285,0.9363565,4.5,1,0.0006111687,0.03681274,0.2,0.5,0.003055843,0.07362548,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002271521,0.0008190904,0.000293,0.001056532,35.23991,0.9849985,30.62849,-6.364346,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.2486,763.4838,4,25.1
8497_var_CS0.000782_HS0.000342.EDR,0.000782,0.000342,OK,292.7805,207.7249,224.1062,1.306436,0.9269036,4.5,1,0.0006111741,0.03681265,0.2,0.5,0.003055871,0.07362529,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002559479,0.0007906934,0.000342,0.001056532,35.23991,0.9850018,30.64361,-7.309642,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.289,763.6068,4,25.1
8497_var_CS0.000782_HS0.000391.EDR,0.000782,0.000391,OK,292.8135,205.6481,224.1055,1.306588,0.9176399,4.5,1,0.0006111792,0.03681256,0.2,0.5,0.003055896,0.07362511,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002828215,0.0007642199,0.000391,0.001056532,35.23991,0.9850051,30.65878,-8.236011,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.3307,763.7272,4,25.1
8497_var_CS0.000782_HS0.000440.EDR,0.000782,0.000440,OK,292.8391,203.6089,224.1047,1.306707,0.9085438,4.5,1,0.0006111856,0.03681247,0.2,0.5,0.003055928,0.07362494,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0003079365,0.0007394198,0.00044,0.001056532,35.23991,0.9850085,30.67069,-9.145617,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.3534,763.8455,4,25.1
8497_var_CS0.000880_HS0.000000.EDR,0.000880,0.000000,OK,292.6337,217.0997,224.1098,1.30576,0.9687204,4.5,1,0.0006111535,0.03681304,0.2,0.5,0.003055767,0.07362609,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0,0.001044857,0,0.001188936,35.23991,0.9849861,30.57603,-3.127957,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.1069,763.063,4,25.1
8497_var_CS0.000880_HS0.000049.EDR,0.000880,0.000049,OK,292.6737,214.8361,224.1088,1.305945,0.9586244,4.5,1,0.000611156,0.03681295,0.2,0.5,0.00305578,0.07362589,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,4.137684E-05,0.001003968,4.9E-05,0.001188936,35.23991,0.9849905,30.59449,-4.137563,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.1635,763.1943,4,25.1
8497_var_CS0.000880_HS0.000098.EDR,0.000880,0.000098,OK,292.7059,212.6151,224.108,1.306093,0.9487174,4.5,1,0.0006111616,0.03681285,0.2,0.5,0.003055808,0.07362571,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,7.963271E-05,0.0009661042,9.8E-05,0.001188936,35.23991,0.9849942,30.60934,-5.128262,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.1996,763.3231,4,25.1
8497_var_CS0.000880_HS0.000147.EDR,0.000880,0.000147,OK,292.7385,210.4397,224.1072,1.306243,0.9390138,4.5,1,0.0006111672,0.03681276,0.2,0.5,0.003055836,0.07362552,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001151114,0.000931021,0.000147,0.001188936,35.23991,0.9849976,30.62432,-6.098623,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.2377,763.4493,4,25.1
8497_var_CS0.000880_HS0.000196.EDR,0.000880,0.000196,OK,292.7713,208.3085,224.1064,1.306394,0.9295072,4.5,1,0.0006111726,0.03681267,0.2,0.5,0.003055863,0.07362534,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001481079,0.0008984225,0.000196,0.001188936,35.23991,0.9850009,30.63941,-7.049281,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.2776,763.5729,4,25.1
8497_var_CS0.000880_HS0.000244.EDR,0.000880,0.000244,OK,292.8036,206.2624,224.1057,1.306543,0.9203799,4.5,1,0.0006111778,0.03681258,0.2,0.5,0.003055889,0.07362516,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0001782697,0.0008686527,0.000244,0.001188936,35.23991,0.9850041,30.65427,-7.962013,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.3183,763.6916,4,25.1
8497_var_CS0.000880_HS0.000293.EDR,0.000880,0.000293,OK,292.8329,204.2128,224.1049,1.306678,0.9112376,4.5,1,0.000611183,0.0368125,0.2,0.5,0.003055915,0.07362499,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002070622,0.0008402175,0.000293,0.001188936,35.23991,0.9850077,30.66779,-8.876243,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.3504,763.8104,4,25.1
8497_var_CS0.000880_HS0.000342.EDR,0.000880,0.000342,OK,292.8541,202.1997,224.1043,1.306776,0.9022572,4.5,1,0.0006111916,0.03681241,0.2,0.5,0.003055958,0.07362482,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002340126,0.0008135263,0.000342,0.001188936,35.23991,0.9850104,30.6776,-9.774277,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.3613,763.9272,4,25.1
8497_var_CS0.000880_HS0.000391.EDR,0.000880,0.000391,OK,292.8757,200.2261,224.1037,1.306876,0.8934531,4.5,1,0.0006112,0.03681233,0.2,0.5,0.003056,0.07362465,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002593086,0.0007884947,0.000391,0.001188936,35.23991,0.9850131,30.68762,-10.65469,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.3745,764.0416,4,25.1
8497_var_CS0.000880_HS0.000440.EDR,0.000880,0.000440,OK,292.8979,198.2909,224.1031,1.306978,0.8848201,4.5,1,0.0006112082,0.03681224,0.2,0.5,0.003056041,0.07362448,55,34.9978,5,12.7386,197.609177,910.4749,11.16449,0.02023189,0.2357146,43.3877,2.855132,0.0002831002,0.0007649729,0.00044,0.001188936,35.23991,0.9850156,30.69784,-11.51799,17,12.7,9.4,936,102.26,7,100,23.11139,1,30,,0.5697462,483.3899,764.1538,4,25.1
